EmployeeID,Name,Age,Department,Salary,YearsAtCompany,PerformanceScore,Satisfaction,ProjectCount,RemoteWork,EmployeeCode,Company,ManagerEmail
241,Employee_241,49.0,Marketing,66048.99428720248,5,3,1.3427767053938735,3.0,No,EMP-7930,TechCorp,
242,Employee_242,23.0,HR,47441.430264921015,21,1,,1.0,Yes,EMP-8973,TechCorp,
243,Employee_243,,,60313.734275912044,17,5,,,Yes,EMP-3536,TechCorp,
244,Employee_244,21.0,Sales,45425.36637251193,25,3,2.9342487824804726,2.0,No,EMP-4111,TechCorp,
245,Employee_245,28.0,Marketing,29314.02747231083,5,4,1.3776766609927087,3.0,Yes,EMP-5861,TechCorp,
246,Employee_246,34.0,Finance,78248.70498518333,3,4,,,Yes,EMP-4566,TechCorp,
247,Employee_247,,Sales,69990.53970190817,-2,3,1.8873480721774283,4.0,Yes,EMP-1958,TechCorp,manager123@techcorp.com
248,Employee_248,41.0,,105773.64137595345,18,5,2.048300647060034,4.0,Yes,EMP-9883,TechCorp,
249,Employee_249,22.0,Finance,39120.54320003484,28,3,3.288351083003781,0.0,No,EMP-1998,TechCorp,
250,Employee_250,69.0,HR,55820.79025335939,26,5,3.659211321640834,0.0,Yes,EMP-6138,TechCorp,manager163@techcorp.com
251,Employee_251,51.0,Engineering,57429.85038288389,28,2,5.769733069192785,7.0,No,EMP-1936,TechCorp,manager188@techcorp.com
252,Employee_252,23.0,Marketing,79787.38876564262,1,3,7.1055269695271175,3.0,Yes,EMP-1821,TechCorp,manager87@techcorp.com
253,Employee_253,39.0,Engineering,49857.842117347835,16,5,,4.0,No,EMP-8811,TechCorp,manager44@techcorp.com
254,Employee_254,28.0,Finance,36579.16291648291,10,3,2.335243035605651,4.0,No,EMP-9238,TechCorp,
255,Employee_255,65.0,Sales,84156.18616922005,10,3,2.548774292073638,3.0,No,EMP-9701,TechCorp,manager277@techcorp.com
256,Employee_256,33.0,Sales,53666.99941477544,20,5,8.90892324813623,5.0,Yes,EMP-3579,TechCorp,
257,Employee_257,50.0,Marketing,77572.87019452086,15,5,6.025170835577023,1.0,No,EMP-1931,TechCorp,
258,Employee_258,26.0,Sales,75243.96801584422,1,1,8.8294404960792,4.0,No,EMP-9320,TechCorp,
259,Employee_259,23.0,Sales,59402.190521954006,1,3,4.343918601878869,1.0,Yes,EMP-2312,TechCorp,manager395@techcorp.com
260,Employee_260,,Marketing,56513.72589930504,22,4,,4.0,No,EMP-4044,TechCorp,
261,Employee_261,46.0,Marketing,52168.70387340391,7,3,,4.0,Yes,EMP-2122,TechCorp,
262,Employee_262,20.0,Finance,59696.137424600216,12,3,3.8721114083841632,1.0,Yes,EMP-2113,TechCorp,
263,Employee_263,37.0,Sales,77262.00452341262,9,5,5.229238348302358,2.0,No,EMP-4853,TechCorp,
264,Employee_264,,Sales,44071.19637880841,7,3,5.522417891442388,3.0,Yes,EMP-7615,TechCorp,
265,Employee_265,36.0,Finance,62176.912604182406,29,3,2.806938772810107,2.0,Yes,EMP-2964,TechCorp,
266,Employee_266,,HR,37627.37143602385,3,4,3.8350933513905843,4.0,Yes,EMP-5033,TechCorp,manager171@techcorp.com
267,Employee_267,20.0,HR,40117.87533915615,14,5,8.12268775456278,2.0,No,EMP-1651,TechCorp,manager68@techcorp.com
268,Employee_268,36.0,HR,59381.22005688752,29,3,9.242094155087145,8.0,Yes,EMP-2343,TechCorp,manager212@techcorp.com
269,Employee_269,37.0,Finance,250000.0,0,2,4.238146841907695,4.0,Yes,EMP-7868,TechCorp,
270,Employee_270,,Sales,101211.17233232103,10,1,3.7627505398811634,4.0,Yes,EMP-9565,TechCorp,manager356@techcorp.com
271,Employee_271,24.0,Finance,36138.80090179527,6,4,2.756774481146943,1.0,No,EMP-6183,TechCorp,manager295@techcorp.com
272,Employee_272,69.0,Finance,59198.229746868936,16,3,,,Yes,EMP-5272,TechCorp,manager119@techcorp.com
273,Employee_273,58.0,HR,83364.3544363373,26,2,3.9078973149970357,3.0,No,EMP-4346,TechCorp,manager233@techcorp.com
274,Employee_274,50.0,Engineering,42741.89322499003,19,3,9.889745851892696,3.0,Yes,EMP-6147,TechCorp,
275,Employee_275,57.0,Sales,13946.060209105672,23,3,,7.0,No,EMP-4910,TechCorp,
276,Employee_276,56.0,HR,51101.08479750657,17,5,4.547224421043653,3.0,No,EMP-5351,TechCorp,manager141@techcorp.com
277,Employee_277,35.0,Engineering,42503.59239847762,21,5,,,No,EMP-7484,TechCorp,
278,Employee_278,57.0,Engineering,14472.529828159953,28,5,8.215158638721745,1.0,Yes,EMP-3144,TechCorp,manager76@techcorp.com
279,Employee_279,80.0,Marketing,65697.79785144397,21,2,5.225667988110703,3.0,Yes,EMP-5915,TechCorp,manager221@techcorp.com
280,Employee_280,28.0,Sales,64141.87724465903,11,3,4.803904304100625,3.0,Yes,EMP-8491,TechCorp,manager255@techcorp.com
281,Employee_281,45.0,Engineering,82846.52909076703,8,1,9.960740502353275,0.0,No,EMP-6180,TechCorp,
282,Employee_282,42.0,HR,37583.55268959225,4,4,,,Yes,EMP-2188,TechCorp,manager172@techcorp.com
283,Employee_283,67.0,,28017.270271059744,9,5,,,Yes,EMP-1152,TechCorp,manager152@techcorp.com
284,Employee_284,40.0,Sales,51865.53833906832,3,5,,,No,EMP-8508,TechCorp,
285,Employee_285,48.0,Finance,58233.1468198181,4,3,8.07332748588022,4.0,Yes,EMP-2638,TechCorp,
286,Employee_286,47.0,HR,78426.99205972992,27,3,6.561384038616682,5.0,Yes,EMP-2200,TechCorp,
287,Employee_287,59.0,Engineering,88211.36010010318,27,2,4.076625569482829,2.0,No,EMP-9808,TechCorp,manager365@techcorp.com
288,Employee_288,52.0,,84289.58267814694,9,2,8.864874599689166,3.0,No,EMP-4492,TechCorp,
289,Employee_289,24.0,HR,65530.873337853336,10,5,,3.0,Yes,EMP-9288,TechCorp,
290,Employee_290,33.0,Engineering,75989.98507008296,20,3,3.040215868674313,4.0,No,EMP-5345,TechCorp,
291,Employee_291,43.0,Marketing,47190.13130461631,23,1,6.102035166245824,1.0,Yes,EMP-3170,TechCorp,
292,Employee_292,65.0,Sales,63367.90384950493,9,4,,,Yes,EMP-6718,TechCorp,manager257@techcorp.com
293,Employee_293,69.0,Marketing,36174.197214243875,27,3,6.4933974578649485,3.0,Yes,EMP-2127,TechCorp,
294,Employee_294,66.0,,61253.70793773746,7,3,1.2169917406780013,2.0,Yes,EMP-5002,TechCorp,
295,Employee_295,19.0,Finance,61772.93394796025,1,2,,,Yes,EMP-7054,TechCorp,manager219@techcorp.com
296,Employee_296,18.0,Sales,94442.5721136994,22,4,2.143866161965953,5.0,No,EMP-5669,TechCorp,manager314@techcorp.com
297,Employee_297,65.0,Sales,55420.34277019507,7,5,2.7035528132440847,1.0,No,EMP-3584,TechCorp,manager92@techcorp.com
298,Employee_298,29.0,HR,61800.856753065724,15,3,5.133982967204885,1.0,Yes,EMP-8179,TechCorp,
299,Employee_299,22.0,HR,64739.228314240856,26,5,,1.0,No,EMP-9900,TechCorp,manager234@techcorp.com
300,Employee_300,54.0,Finance,50903.59368223094,-5,3,9.14984954136011,1.0,No,EMP-5956,TechCorp,
301,Employee_301,49.0,Sales,43950.145335767054,4,5,,,Yes,EMP-9666,TechCorp,
302,Employee_302,26.0,Finance,85976.22649694105,26,4,2.771990845981152,1.0,No,EMP-1128,TechCorp,
303,Employee_303,58.0,HR,40381.65114079404,24,2,4.970354970075691,3.0,No,EMP-5905,TechCorp,
304,Employee_304,80.0,HR,33441.638566254536,28,4,2.794704379826815,2.0,Yes,EMP-2697,TechCorp,
305,Employee_305,36.0,Sales,73605.30758590961,2,1,3.380246350004717,5.0,Yes,EMP-3200,TechCorp,
306,Employee_306,65.0,Marketing,83156.2968404802,11,2,5.531922833606975,5.0,Yes,EMP-5333,TechCorp,
307,Employee_307,33.0,,50971.806847987216,12,4,1.6129812225117028,2.0,Yes,EMP-2891,TechCorp,manager166@techcorp.com
308,Employee_308,20.0,HR,51278.93024700241,12,1,2.9635689663394587,2.0,Yes,EMP-2753,TechCorp,manager147@techcorp.com
309,Employee_309,,HR,65650.87052213587,9,3,,4.0,Yes,EMP-3546,TechCorp,manager339@techcorp.com
310,Employee_310,41.0,Marketing,45842.94646513634,3,3,5.195046633926401,0.0,Yes,EMP-5462,TechCorp,
311,Employee_311,,Marketing,44365.74958776063,8,5,5.00847873380085,2.0,No,EMP-5616,TechCorp,
312,Employee_312,41.0,Finance,77591.85175972732,21,2,1.13110439276151,3.0,Yes,EMP-4450,TechCorp,manager137@techcorp.com
313,Employee_313,69.0,,72142.62201567237,23,3,,3.0,No,EMP-6617,TechCorp,
314,Employee_314,28.0,Engineering,86223.1777263621,22,2,8.796631923839632,3.0,No,EMP-4335,TechCorp,
315,Employee_315,,Engineering,34948.219752690085,26,3,2.481655854328019,1.0,Yes,EMP-5325,TechCorp,
316,Employee_316,25.0,Sales,49950.75026178767,1,5,4.73612445581249,3.0,No,EMP-9280,TechCorp,
317,Employee_317,53.0,,65623.59124538906,18,4,1.1289781528030112,1.0,No,EMP-9004,TechCorp,manager174@techcorp.com
318,Employee_318,55.0,HR,41487.58300451267,0,5,,2.0,No,EMP-5114,TechCorp,
319,Employee_319,,Finance,72833.74874309299,24,1,,2.0,Yes,EMP-1832,TechCorp,manager251@techcorp.com
320,Employee_320,37.0,HR,84492.54174452664,28,3,8.3764859775922,1.0,No,EMP-2512,TechCorp,
321,Employee_321,52.0,Marketing,48332.84055545303,6,1,8.423683907383932,6.0,No,EMP-7939,TechCorp,manager37@techcorp.com
322,Employee_322,65.0, Finance ,60771.83880454066,16,1,8.08967969472133,2.0,Yes,EMP-5533,TechCorp,manager191@techcorp.com
323,Employee_323,42.0,Marketing,89112.37380162234,2,2,3.550276620020064,7.0,No,EMP-1722,TechCorp,
324,Employee_324,52.0,Engineering,500000.0,19,3,8.535134963996363,8.0,No,EMP-1058,TechCorp,
325,Employee_325,42.0,Engineering,10000.0,19,1,5.886983193447424,2.0,No,EMP-6464,TechCorp,manager245@techcorp.com
326,Employee_326,,Sales,71868.58346387219,20,4,4.364272979803022,2.0,No,EMP-3143,TechCorp,
327,Employee_327,35.0,Finance,42925.269306301765,29,1,,6.0,No,EMP-5291,TechCorp,
328,Employee_328,63.0,Marketing,67184.18800915682,2,4,1.111069414543366,3.0,Yes,EMP-3647,TechCorp,
329,Employee_329,35.0,HR,71136.41681549996,2,2,2.2866478984067693,1.0,No,EMP-8239,TechCorp,
330,Employee_330,19.0,Engineering,55792.59682877909,16,1,,3.0,Yes,EMP-8007,TechCorp,manager306@techcorp.com
331,Employee_331,52.0,Engineering,48104.474908886754,6,5,,,No,EMP-1158,TechCorp,manager116@techcorp.com
332,Employee_332,33.0,HR,34374.0465304629,26,2,6.382082055958747,6.0,Yes,EMP-2832,TechCorp,
333,Employee_333,58.0,Marketing,25245.404898974157,25,4,4.465923425407267,2.0,Yes,EMP-2232,TechCorp,manager114@techcorp.com
334,Employee_334,53.0,Marketing,21042.329733576742,13,2,8.693252009193353,1.0,Yes,EMP-3442,TechCorp,manager250@techcorp.com
335,Employee_335,50.0,Finance,71588.85145734523,16,1,,3.0,No,EMP-9938,TechCorp,
336,Employee_336,21.0,,62953.98650453554,17,3,8.952082555331714,3.0,No,EMP-1590,TechCorp,
337,Employee_337,50.0,Sales,50323.77736917807,12,3,3.43557995224237,5.0,No,EMP-7049,TechCorp,
338,Employee_338,31.0,,53370.874045507226,19,4,2.7474658214147403,1.0,No,EMP-3426,TechCorp,manager332@techcorp.com
339,Employee_339,,Finance,64209.41083060969,28,4,5.269914042586615,2.0,No,EMP-8041,TechCorp,
340,Employee_340,65.0,Marketing,56708.73857982812,19,3,,3.0,Yes,EMP-3088,TechCorp,
341,Employee_341,37.0,HR,33188.936399923434,20,4,1.2322845357686356,6.0,Yes,EMP-1685,TechCorp,
342,Employee_342,25.0,,78260.00440548599,26,2,5.979615756607001,2.0,Yes,EMP-6050,TechCorp,manager241@techcorp.com
343,Employee_343,24.0,Engineering,66082.52341339618,17,5,5.684044637487574,3.0,No,EMP-6974,TechCorp,manager52@techcorp.com
344,Employee_344,20.0,Marketing,65317.96959627696,3,5,9.95123790131734,4.0,No,EMP-1653,TechCorp,manager97@techcorp.com
345,Employee_345,,Sales,10000.0,0,2,2.816576518273823,5.0,Yes,EMP-6862,TechCorp,
346,Employee_346,50.0,Engineering,43727.09287880651,17,5,3.3229353624442157,1.0,No,EMP-4441,TechCorp,manager272@techcorp.com
347,Employee_347,65.0,HR,84274.62875451683,0,1,2.0218657809365803,4.0,No,EMP-5088,TechCorp,
348,Employee_348,75.0,Sales,57199.14296115524,25,2,9.257887086883702,4.0,Yes,EMP-2684,TechCorp,manager30@techcorp.com
349,Employee_349,68.0,Engineering,77771.9776066175,25,4,,1.0,Yes,EMP-6794,TechCorp,
350,Employee_350,,HR,74688.98066975309,12,2,8.401052003111626,6.0,No,EMP-7658,TechCorp,manager263@techcorp.com
351,Employee_351,39.0,Sales,39223.963439948886,19,3,9.124874091680578,5.0,No,EMP-3532,TechCorp,
352,Employee_352,63.0,Sales,70058.00809828272,19,4,5.7240998805325445,5.0,Yes,EMP-4878,TechCorp,manager184@techcorp.com
353,Employee_353,47.0,Engineering,66525.4934169337,22,3,,6.0,No,EMP-3662,TechCorp,
354,Employee_354,55.0,Finance,60606.233149886844,9,4,3.9735232629905486,3.0,Yes,EMP-3900,TechCorp,
355,Employee_355,55.0,Sales,500000.0,26,5,6.302931529130699,1.0,Yes,EMP-7755,TechCorp,
356,Employee_356,62.0,Sales,58282.135005644166,10,2,5.088505571108403,1.0,Yes,EMP-1406,TechCorp,
357,Employee_357,15.0,HR,76253.78851287991,8,1,5.064090279450176,6.0,No,EMP-3938,TechCorp,manager374@techcorp.com
358,Employee_358,25.0,Marketing,71558.2102758302,8,4,9.43235077358025,2.0,Yes,EMP-6442,TechCorp,
359,Employee_359,44.0,Engineering,60609.577005313295,4,4,9.856283628512172,4.0,Yes,EMP-7745,TechCorp,manager264@techcorp.com
360,Employee_360,44.0,Engineering,30161.277070572505,25,3,8.168359503966226,3.0,No,EMP-5065,TechCorp,manager296@techcorp.com
361,Employee_361,51.0,Finance,69888.86828167237,0,5,7.810822812222355,7.0,Yes,EMP-5371,TechCorp,manager390@techcorp.com
362,Employee_362,38.0,Finance,74472.2723835556,16,3,7.125023456011913,2.0,No,EMP-3608,TechCorp,manager358@techcorp.com
363,Employee_363,47.0,,106008.2017089394,21,3,,4.0,No,EMP-2771,TechCorp,
364,Employee_364,,finance,81508.66126210077,1,5,,0.0,No,EMP-7267,TechCorp,
365,Employee_365,45.0,HR,22016.47224169065,23,1,,1.0,Yes,EMP-1634,TechCorp,manager45@techcorp.com
366,Employee_366,64.0,Engineering,61568.58798037285,12,3,7.559076000309184,2.0,Yes,EMP-8711,TechCorp,manager303@techcorp.com
367,Employee_367,,Finance,96227.50057329962,8,3,1.4227569198832581,7.0,No,EMP-4644,TechCorp,
368,Employee_368,22.0,Engineering,72470.97713803274,28,4,9.352465752059633,5.0,No,EMP-4269,TechCorp,
369,Employee_369,65.0,Marketing,66573.04320746419,3,5,1.8202657550020978,3.0,No,EMP-8541,TechCorp,manager232@techcorp.com
370,Employee_370,36.0,Sales,78004.57317830471,4,2,,7.0,Yes,EMP-6728,TechCorp,manager381@techcorp.com
371,Employee_371,21.0,Engineering,47552.43610018394,10,1,,2.0,No,EMP-6000,TechCorp,
372,Employee_372,52.0,Sales,69561.79993254913,23,1,2.528853349640287,3.0,No,EMP-4728,TechCorp,manager67@techcorp.com
373,Employee_373,66.0,,54990.63922016179,18,5,1.4987429959801999,1.0,No,EMP-4652,TechCorp,
374,Employee_374,34.0,Sales,59607.53028379051,20,4,3.980318402477348,3.0,Yes,EMP-1387,TechCorp,manager129@techcorp.com
375,Employee_375,61.0,Engineering,76569.09031390212,2,4,7.893744173696612,3.0,No,EMP-4164,TechCorp,
376,Employee_376,45.0,Marketing,41465.73795015637,11,5,4.723108110867344,4.0,Yes,EMP-7528,TechCorp,manager265@techcorp.com
377,Employee_377,47.0,Finance,85759.64947603876,25,4,6.876756297171454,3.0,Yes,EMP-6378,TechCorp,
378,Employee_378,46.0,Engineering,51543.760778289135,18,1,6.21657187505323,4.0,No,EMP-5564,TechCorp,
379,Employee_379,63.0,Finance,65213.25666300815,18,1,1.1999663382302237,2.0,No,EMP-2137,TechCorp,
380,Employee_380,23.0,HR,31989.84079450114,12,2,9.89685988341136,4.0,No,EMP-5573,TechCorp,
381,Employee_381,52.0,Sales,74396.74581742781,27,5,1.3728527993744897,6.0,Yes,EMP-6753,TechCorp,
382,Employee_382,58.0,HR,88930.07871893156,6,3,9.710224638836365,3.0,Yes,EMP-9346,TechCorp,
383,Employee_383,54.0,,49707.16901563706,14,3,5.9487776052795835,4.0,Yes,EMP-7548,TechCorp,manager220@techcorp.com
384,Employee_384,15.0,Marketing,37795.532269808,22,2,9.668431243585598,1.0,No,EMP-9785,TechCorp,
385,Employee_385,46.0,,65559.66129485417,6,2,2.032782394724519,6.0,Yes,EMP-6425,TechCorp,
386,Employee_386,66.0,sales,89096.21289983485,25,4,5.413676672669618,4.0,No,EMP-1452,TechCorp,manager350@techcorp.com
387,Employee_387,63.0,,31002.86869038188,7,2,,,No,EMP-2889,TechCorp,
388,Employee_388,48.0,Engineering,37873.836375433166,4,2,,0.0,No,EMP-5279,TechCorp,
389,Employee_389,52.0,Finance,50916.208833769684,20,3,,2.0,Yes,EMP-3925,TechCorp,manager223@techcorp.com
390,Employee_390,,,43593.12350938609,13,4,2.870050788655223,4.0,Yes,EMP-5349,TechCorp,
391,Employee_391,69.0,Engineering,43656.290667820096,3,2,6.289273164587914,3.0,Yes,EMP-1626,TechCorp,manager249@techcorp.com
392,Employee_392,38.0,Finance,18117.587446724458,22,2,2.0112803375408705,4.0,No,EMP-2776,TechCorp,
393,Employee_393,49.0,Marketing,71781.13894811735,9,4,3.987878242894325,4.0,Yes,EMP-8119,TechCorp,
394,Employee_394,40.0,,66774.41005739271,19,5,8.034693022479225,6.0,Yes,EMP-6663,TechCorp,manager299@techcorp.com
395,Employee_395,50.0,Engineering,26023.016003927092,14,4,,3.0,No,EMP-6139,TechCorp,manager24@techcorp.com
396,Employee_396,20.0,Marketing,89143.91519912492,-2,3,6.649708734076027,2.0,No,EMP-8149,TechCorp,
397,Employee_397,35.0,HR,93621.84629860974,19,5,,5.0,Yes,EMP-9379,TechCorp,
398,Employee_398,42.0,Sales,44981.889004397715,12,1,,5.0,No,EMP-2894,TechCorp,
399,Employee_399,59.0,,83330.97181954012,28,4,3.9243051496597716,4.0,Yes,EMP-7311,TechCorp,
400,Employee_400,48.0,Finance,48540.04390018108,7,3,7.185660063242658,2.0,No,EMP-4114,TechCorp,
401,Employee_401,20.0,Marketing,63622.330204221216,8,5,9.654542263415491,1.0,No,EMP-5173,TechCorp,manager131@techcorp.com
402,Employee_402,57.0,HR,43284.75729958182,15,4,7.5721900092208125,5.0,Yes,EMP-1727,TechCorp,
403,Employee_403,63.0,Engineering,104285.03046924551,18,2,,6.0,No,EMP-8144,TechCorp,manager276@techcorp.com
404,Employee_404,41.0,,54079.65545340204,15,4,,1.0,No,EMP-1027,TechCorp,
405,Employee_405,67.0,Finance,62528.980456469246,6,1,7.657146079867974,6.0,No,EMP-9518,TechCorp,manager297@techcorp.com
406,Employee_406,,HR,46241.25225072346,13,4,6.510481891244852,3.0,Yes,EMP-9821,TechCorp,
407,Employee_407,64.0,HR,97226.3119447279,27,5,1.1500823214085525,4.0,No,EMP-4228,TechCorp,manager275@techcorp.com
408,Employee_408,39.0,Marketing,97732.2929217882,13,5,2.7529614791850325,3.0,No,EMP-6967,TechCorp,
409,Employee_409,40.0,Sales,92618.5836252588,24,4,8.294213954939195,3.0,Yes,EMP-8066,TechCorp,manager3@techcorp.com
410,Employee_410,19.0,HR,79128.80696695244,26,5,3.453855825812362,4.0,Yes,EMP-2146,TechCorp,
411,Employee_411,44.0,,47504.20906131895,3,2,,1.0,No,EMP-6409,TechCorp,manager205@techcorp.com
412,Employee_412,59.0,Engineering,76557.00191924836,25,4,,5.0,No,EMP-6143,TechCorp,
413,Employee_413,,Finance,59859.144021505286,14,2,5.696958953421489,2.0,No,EMP-3041,TechCorp,
414,Employee_414,43.0,Sales,86248.17243485263,2,2,1.6117596983746334,4.0,Yes,EMP-5920,TechCorp,manager65@techcorp.com
415,Employee_415,34.0,Engineering,82318.04106730723,4,3,2.6310300494473857,5.0,No,EMP-9308,TechCorp,
416,Employee_416,57.0,Marketing,47014.68843848151,0,4,9.61477267167311,3.0,Yes,EMP-6067,TechCorp,
417,Employee_417,50.0,Marketing,78956.51605674432,-5,5,,3.0,Yes,EMP-7691,TechCorp,
418,Employee_418,,HR,73640.68900087853,14,2,,4.0,No,EMP-6344,TechCorp,
419,Employee_419,60.0,HR,4528.742741731032,23,3,5.136801376471636,2.0,No,EMP-7592,TechCorp,manager396@techcorp.com
420,Employee_420,65.0,Marketing,76018.73279258925,26,4,,4.0,Yes,EMP-5844,TechCorp,
421,Employee_421,56.0,HR,51364.084227195875,7,4,6.567492601845451,0.0,No,EMP-3085,TechCorp,manager384@techcorp.com
422,Employee_422,46.0,Sales,42279.15091336653,28,1,6.116970300441508,0.0,No,EMP-4143,TechCorp,
423,Employee_423,59.0,HR,43134.78791412515,3,1,1.5325936467718764,4.0,Yes,EMP-7888,TechCorp,manager167@techcorp.com
424,Employee_424,,Finance,57295.142087359374,1,2,6.695223495953562,2.0,No,EMP-7211,TechCorp,
425,Employee_425,52.0,HR,69601.19160173366,28,1,,2.0,Yes,EMP-3851,TechCorp,
426,Employee_426,67.0,Engineering,32690.759556156394,23,2,9.94673489181018,1.0,No,EMP-5930,TechCorp,
427,Employee_427,,Sales,63796.956724249285,23,5,,,Yes,EMP-7653,TechCorp,manager405@techcorp.com
428,Employee_428,41.0,Engineering,71535.16132386144,9,2,7.57156107979609,5.0,Yes,EMP-9977,TechCorp,
429,Employee_429,80.0,Engineering,97236.11567339263,3,1,6.146103843423824,2.0,No,EMP-1006,TechCorp,
430,Employee_430,24.0,Finance,38466.1966154974,2,5,4.90646958472861,3.0,Yes,EMP-5978,TechCorp,
431,Employee_431,53.0,Sales,53007.756264443924,1,1,2.148131571142338,0.0,Yes,EMP-5700,TechCorp,manager344@techcorp.com
432,Employee_432,62.0,Sales,65233.25945392958,24,2,4.681766337713886,2.0,No,EMP-4443,TechCorp,manager340@techcorp.com
433,Employee_433,37.0,Sales,82948.18660383212,16,3,,,No,EMP-8043,TechCorp,manager378@techcorp.com
434,Employee_434,16.0,Sales,53915.52237656372,22,4,3.7254690008086797,4.0,No,EMP-6279,TechCorp,
435,Employee_435,25.0,Sales,83972.82743982102,20,1,7.577916609899869,6.0,Yes,EMP-8618,TechCorp,
436,Employee_436,63.0,Finance,21252.753670470804,23,2,,4.0,Yes,EMP-8238,TechCorp,
437,Employee_437,,HR,34933.03613756228,19,5,,3.0,Yes,EMP-8244,TechCorp,manager56@techcorp.com
438,Employee_438,,,66972.88688668441,22,1,9.44798331964035,2.0,No,EMP-4501,TechCorp,
439,Employee_439,29.0,Sales,31783.510038242493,12,1,4.14868945762769,5.0,Yes,EMP-9375,TechCorp,
440,Employee_440,68.0,HR,36510.58946466567,4,4,3.194217439391616,3.0,Yes,EMP-8752,TechCorp,
441,Employee_441,40.0,HR,49444.462715081216,29,2,6.9031298178855955,3.0,No,EMP-3780,TechCorp,
442,Employee_442,32.0,Engineering,75428.77983831648,20,3,2.7893265484366268,2.0,Yes,EMP-2389,TechCorp,manager29@techcorp.com
443,Employee_443,45.0,Finance,22080.703173854214,29,5,3.8350945646508214,3.0,No,EMP-5649,TechCorp,
444,Employee_444,51.0,Marketing,250000.0,8,2,3.0214219606739636,6.0,No,EMP-9445,TechCorp,manager5@techcorp.com
445,Employee_445,19.0,Marketing,80659.27894305612,-5,5,,1.0,No,EMP-6491,TechCorp,manager377@techcorp.com
446,Employee_446,49.0,HR,56101.09583142083,28,1,8.447488674721061,2.0,Yes,EMP-2530,TechCorp,manager199@techcorp.com
447,Employee_447,40.0,,250000.0,24,4,3.2908648862949503,2.0,Yes,EMP-4848,TechCorp,manager273@techcorp.com
448,Employee_448,39.0,Marketing,68035.42565117148,-5,4,,2.0,Yes,EMP-6085,TechCorp,manager49@techcorp.com
449,Employee_449,68.0,HR,56157.7789455712,21,3,,,No,EMP-4680,TechCorp,manager101@techcorp.com
450,Employee_450,42.0,Finance,87809.99562481494,5,4,7.294055196273788,1.0,No,EMP-4262,TechCorp,
451,Employee_451,39.0,Marketing,37771.7397573113,4,1,3.975049020756617,3.0,No,EMP-3414,TechCorp,
452,Employee_452,39.0,HR,58967.1168966983,24,3,,,Yes,EMP-1400,TechCorp,
453,Employee_453,66.0,,64113.72749921368,9,2,,1.0,Yes,EMP-1757,TechCorp,
454,Employee_454,69.0,Sales,52430.918963070806,7,4,2.7618004576506214,2.0,Yes,EMP-5011,TechCorp,
455,Employee_455,59.0,Finance,2574.3467408507713,6,3,5.618575740538323,4.0,Yes,EMP-8784,TechCorp,manager107@techcorp.com
456,Employee_456,23.0,Sales,500000.0,6,1,2.174541036736958,1.0,Yes,EMP-2193,TechCorp,
457,Employee_457,,Engineering,78003.53973824932,5,5,4.964852438856953,4.0,No,EMP-8461,TechCorp,
458,Employee_458,60.0,Sales,75562.18372252035,20,5,,,Yes,EMP-7790,TechCorp,manager237@techcorp.com
459,Employee_459,54.0,Sales,67095.56964340399,28,1,,4.0,No,EMP-4185,TechCorp,
460,Employee_460,,Marketing,38042.75283301553,19,1,1.5483584954864795,2.0,No,EMP-7291,TechCorp,manager385@techcorp.com
461,Employee_461,25.0,HR,67906.18924916968,2,5,7.2461567269516785,5.0,Yes,EMP-9099,TechCorp,manager316@techcorp.com
462,Employee_462,61.0,Finance,48531.24356915524,18,3,2.644760493886923,3.0,No,EMP-7547,TechCorp,manager318@techcorp.com
463,Employee_463,,Sales,67069.65811897334,21,5,3.8714056689901586,3.0,Yes,EMP-4997,TechCorp,
464,Employee_464,22.0,Finance,62430.10022803431,14,1,,3.0,Yes,EMP-3417,TechCorp,
465,Employee_465,56.0,Sales,40472.494574332566,3,4,9.172135804374768,2.0,No,EMP-1090,TechCorp,manager218@techcorp.com
466,Employee_466,21.0,,42150.883212861925,27,2,3.1832043946644264,3.0,Yes,EMP-2746,TechCorp,
467,Employee_467,23.0,,67100.44908843032,11,4,1.821779222902032,0.0,Yes,EMP-7965,TechCorp,
468,Employee_468,62.0,Marketing,55577.738094229964,5,4,3.868206435914712,1.0,No,EMP-4585,TechCorp,
469,Employee_469,49.0,HR,500000.0,18,1,1.9420837348198001,1.0,No,EMP-3881,TechCorp,
470,Employee_470,69.0,Engineering,41543.39620546334,3,5,,3.0,No,EMP-9486,TechCorp,
471,Employee_471,47.0,,53923.38304027568,14,3,6.1646553817752405,5.0,No,EMP-8611,TechCorp,manager329@techcorp.com
472,Employee_472,,Finance,91362.0958943642,8,4,1.54811739789544,1.0,No,EMP-1822,TechCorp,
473,Employee_473,52.0,,49478.43935576083,4,5,1.2783779325420943,7.0,No,EMP-5082,TechCorp,
474,Employee_474,57.0,Engineering,59719.60923484823,12,3,7.42972691323448,3.0,Yes,EMP-2988,TechCorp,manager151@techcorp.com
475,Employee_475,69.0,sales,62032.8857537902,22,4,4.2548238535694,2.0,Yes,EMP-8478,TechCorp,manager359@techcorp.com
476,Employee_476,33.0,Engineering,37379.47217016114,25,3,2.1283781431048596,6.0,Yes,EMP-3184,TechCorp,manager367@techcorp.com
477,Employee_477,30.0,Finance,24743.350323146093,17,5,,5.0,No,EMP-8612,TechCorp,
